dfk_flurst,inj_well_id,inj_x_coord,inj_y_coord,ex_well_id,ex_x_coord,ex_y_coord,gwm,kf,fa,d_vel,st_distance,max_potential_pump,max_demand_pump,buildings_per_plot,plume_length,plume_width
8662/1586/9,52978,680057.252616443,5336081.76422588,71920,680040.958604326,5336064.01652974,8.8,0.00348013,5.9,4.185e-05,24.0930601853137,14.1967875280757,0.415344824781225,1,15.0484580424338,6.35817130475294
8662/1662/0,53883,680386.02096842,5335972.55544681,72825,680342.95775699,5335941.02958486,8.5,0.00267105,7.4,3.496e-05,53.3696557058979,25.3749230233034,3.93178382140016,1,604.706895095593,41.7186114169962
8662/1589/7,87726,680106.255526268,5336076.09611574,106668,680104.49178486,5336068.97890993,8.8,0.0034375,6.0,4.112e-05,7.33248950644668,4.24528851655163,1.18529050099443,1,74.4868376977423,14.3584912970873
8662/1597/45,98098,680072.404517837,5336187.48419024,117040,680080.321901537,5336163.71376224,8.9,0.00343084,6.0,3.875e-05,25.0543052649243,13.8249656451852,0.175291149164678,1,4.55295554840044,3.45849438894318
8662/1580/2,54914,680102.646205345,5335908.97258633,73856,680073.363359903,5335874.83404714,8.4,0.00336371,6.8,4.222e-05,44.9769373681746,25.5215694139974,0.174910660501193,1,4.35185228135838,3.37982590115536
8662/1586/7,55094,680067.037442425,5336051.27426434,74036,680063.883618496,5336039.1320454,8.7,0.00347095,6.3,4.215e-05,12.5451220155846,7.36057434995992,0.391051314041368,1,13.8363447727847,6.09195264734947
8662/1672/5,82705,680346.131174207,5335795.68379045,101647,680344.769501403,5335793.76671724,8.1,0.00250208,7.3,3.204e-05,2.35145114788336,0.97641281232525,0.18706697673031,1,7.68909806755405,4.51650160469904
8662/1580/0,53168,680204.294161793,5335938.68939931,72110,680168.120923893,5335914.76136455,8.4,0.00314735,6.8,3.96e-05,43.3711192815043,23.0831505884793,0.496969508154336,1,22.9445162113065,7.88198167344764
8662/1760/0,87160,680377.051532486,5336055.82367403,106102,680377.023777692,5336055.81171766,8.6,0.00281271,6.8,3.9e-05,0.030220580436585,0.016217572285489,0.274128342680986,1,9.28393992308908,4.97158223570451
8662/1678/11,54346,680275.1699582,5335729.47103724,73288,680262.247033045,5335597.71697909,7.9,0.00268441,7.5,3.262e-05,132.38630531867,32.6691354795,34.3877881113763,10,19368.0451701449,243.866414962442
8662/1587/3,63645,680090.657041428,5336005.46246161,82587,680091.1539569,5335998.48026513,8.6,0.00344166,6.6,4.227e-05,6.99985661332311,4.07136300126151,0.705938509745426,1,34.0016709581205,9.63031363108521
8662/1661/0,52750,680380.254564896,5335984.43656374,71692,680335.774113912,5335958.98057676,8.5,0.00268955,7.3,3.516e-05,51.2495638349936,24.5063114363619,0.528462270883055,1,29.5437275759114,8.96506176926085
8662/1662/3,52795,680261.352210079,5335922.92066282,71737,680261.879048802,5335907.4511009,8.4,0.00297107,6.7,3.807e-05,15.4785304477443,7.91975727171721,0.396733445505171,1,17.3620488922633,6.83858729393851
8662/1583/5,31663,680018.980399105,5335988.04610181,50605,680012.083349665,5335970.74406731,8.6,0.00354173,6.8,4.381e-05,18.6260486568805,11.2282589572132,0.46625724522673,1,17.2972408116548,6.82557376901895
8662/1597/13,53180,679982.988737826,5336178.9708993,72122,679961.985800826,5336162.75614647,8.8,0.00348512,5.3,4.239e-05,26.5337817113904,15.8367194549814,0.238776834725537,1,6.43450512788879,4.12477264559339
8662/1668/2,52822,680290.850397961,5335840.5180089,71764,680279.462755791,5335834.16349601,8.2,0.0027728,7.6,3.52e-05,13.0406375677308,6.02247940407971,0.467097924224344,1,25.8656341398153,8.37805639783287
8662/1587/6,53042,680076.938368691,5336055.27045843,71984,680075.667267853,5336044.02662018,8.7,0.00346183,6.1,4.193e-05,11.3154582710402,6.60444374104164,0.68913769610183,1,32.6241222338383,9.42957412394576
8662/1583/9,54901,679987.425087263,5336087.16986951,73843,679983.692362169,5336066.94177946,8.7,0.00352188,6.1,4.314e-05,20.5696101987959,12.3522319369467,0.478754381662689,3,18.1015619414029,6.98542778013112
8662/1573/6,52928,680196.050294886,5335775.01126938,71870,680199.240199373,5335749.5405474,8.0,0.0029766,7.4,3.694e-05,25.6696935869751,12.1374525581166,1.30199825875099,3,116.193353488448,18.0078542479286
8662/1592/3,53061,680203.703769772,5336057.34741428,72003,680182.774055778,5336037.99905327,8.6,0.00325888,6.5,4.041e-05,28.5028419946028,15.8487658672261,0.662143661495624,1,33.044058679875,9.49120154625719
8662/1587/10,98357,680055.540369153,5336115.60649242,117299,680056.088211819,5336105.04419225,8.8,0.00346964,5.5,4.123e-05,10.5764983063659,6.13985187441424,1.1136246185362,1,67.5632018093242,13.6624537616337
8662/1570/4,87238,680224.412404769,5335752.97071983,106180,680226.77917664,5335742.78306989,7.9,0.00288841,7.4,3.527e-05,10.4589588569313,4.66273773309334,0.470536929395386,1,27.5732363092038,8.655351751027
8662/1580/4,54925,680154.92939854,5335931.87547779,73867,680120.132406634,5335902.44693409,8.4,0.0032729,7.0,4.11e-05,45.5726873267857,25.1736233163192,0.96437877008751,1,58.6591543978681,12.7136035601062
8662/1592/4,53249,680198.37953895,5336075.05575232,72191,680176.721187335,5336055.49320734,8.7,0.00330163,6.4,4.061e-05,29.1852250418517,16.4981508861784,0.484690135242641,1,20.1889580738948,7.38472478636735
8662/1597/63,52934,680057.274210402,5336196.44400275,71876,680040.941920523,5336180.86271191,8.9,0.00343557,5.9,3.929e-05,22.5725567243603,12.6291107326897,0.416258049124901,1,16.3185629726701,6.62606388590969
8662/1590/9,85473,680123.265010395,5336113.42452655,104415,680120.028787053,5336107.95420956,8.8,0.00342241,6.2,4.036e-05,6.35590351529861,3.61186166355452,0.359733204852824,1,12.8075495238767,5.85687115567468
8662/1654/6,125899,680271.170310448,5336116.85470597,144841,680242.93903926,5336099.25136548,8.7,0.00318147,6.3,4.144e-05,33.2698402367985,19.191534337428,0.370550592084328,1,13.0920834981116,5.92278675991911
8662/1584/4,54924,680027.872421147,5335988.1922948,73866,680029.802682551,5335976.28117839,8.6,0.0035299,6.6,4.357e-05,12.0665075007606,7.23415118968,0.597089122513922,1,25.2741012309249,8.27991348321391
8662/1573/5,52877,680184.541344331,5335768.67657933,71819,680174.691413439,5335756.17878137,8.0,0.00303904,7.2,3.758e-05,15.9127650763022,7.65442190806319,1.43999077923628,3,131.708990422079,19.1949544624477
8662/1578/4,53105,680110.529612299,5335845.44819302,72047,680106.214885769,5335819.9508804,8.2,0.0033011,7.0,4.183e-05,25.8598108337033,14.1921124397204,0.475879781424025,1,20.5323804537603,7.44844102421772
8662/1587/7,55095,680087.236884615,5336076.56467946,74037,680070.765112377,5336059.29154925,8.8,0.00345442,5.9,4.149e-05,23.8679766157077,13.9431754849828,0.239104678798727,1,6.65869234506597,4.19735533445201
8662/1597/0,40221,679948.966239145,5336173.63081078,59163,679931.410575775,5336150.04440701,8.7,0.00349876,5.8,4.385e-05,29.4027168681735,17.9471831545982,0.41042364220366,1,14.0204282052949,6.13309995433249
8662/1575/8,53269,680211.911924113,5335819.43360267,72211,680194.840027309,5335811.05217023,8.1,0.00300803,7.4,3.752e-05,19.0183613978581,9.24785319863336,0.504481254972156,1,26.8714917101181,8.54244601785816
8662/1647/6,38244,680217.108504038,5336134.39500648,57186,680193.549078409,5336111.95651151,8.8,0.00328873,6.0,3.919e-05,32.5350978556024,17.9527108282517,0.252613702068417,1,7.87670263361804,4.57229670704043
8662/1597/38,59890,679998.277083686,5336214.26805738,78832,679999.612857053,5336208.45114759,8.8,0.00343602,5.4,4.152e-05,5.96831048064326,3.48908385628082,0.580954592680986,1,25.1912232480154,8.2660733214892
8662/1670/1,5030,680410.493974599,5335872.42113363,23972,680386.759837964,5335859.7149936,8.3,0.00242243,7.8,3.2e-05,26.9212785030582,11.4404665126596,1.05905694828958,2,100.04211462582,16.6861484637865
8662/1578/29,3093,680227.010511243,5335874.60801234,22035,680220.241396255,5335865.6120244,8.3,0.00301471,7.4,3.797e-05,11.2582732522189,5.67688971793606,2.28013516308671,1,244.516883636913,26.3051999412488
8662/1578/25,112747,680045.302667113,5335857.43108498,131689,680046.393058515,5335848.35186925,8.3,0.00345173,7.2,4.391e-05,9.14445797877682,5.33236022998264,0.413027921638823,1,15.1583811122227,6.3817845134979
8662/1657/4,60095,680215.578591756,5335961.43434577,79037,680213.597477509,5335960.57145285,8.5,0.00315802,6.5,3.992e-05,2.16087895538065,1.17316711542362,0.921102885043755,1,56.1945275887212,12.4386654823973
8662/1757/1,44937,680427.270264522,5335995.91450935,63879,680401.730791998,5335973.30967172,8.5,0.00255357,7.3,3.362e-05,34.1063533811208,15.5945161691566,1.83278700278441,2,204.074640705513,23.9910275692056
8662/1589/6,55121,680126.468993156,5336069.74906192,74063,680109.44999078,5336054.08654648,8.7,0.00341777,6.1,4.109e-05,23.1292203026246,13.229284898309,0.42488479494829,1,16.2805732167403,6.61820265472048
8662/1757/8,138400,680420.043424977,5336014.38243866,157342,680391.906437078,5335993.54214319,8.6,0.00262214,7.2,3.308e-05,35.0143970856465,15.9378812769622,0.645704167064439,1,42.9635791422017,10.8489771937663
8662/1592/8,54884,680174.448034883,5336145.11726013,73826,680152.329417945,5336130.75151007,8.8,0.00335918,6.1,3.885e-05,26.3743813159212,14.4269975748594,1.00269746161496,1,63.1088590371675,13.1959999676011
8662/1578/20,54693,680140.072469718,5335896.3845489,73635,680135.844040609,5335893.18666796,8.4,0.00325613,6.9,4.094e-05,5.30151442791283,2.91707136912242,0.84943545823389,1,48.7754057069217,11.5731953900118
8662/1587/0,46030,680119.154045925,5335985.60858501,64972,680107.208272687,5335957.55778719,8.6,0.00338309,6.6,4.206e-05,30.4885020469488,17.6450864102626,0.942098006563246,2,52.8127212950974,12.0515932256197
8662/1590/7,55122,680135.378331085,5336086.01574646,74064,680130.285009444,5336077.28151892,8.8,0.00341275,6.3,4.074e-05,10.1108187614006,5.7997597692596,0.501450816030231,1,20.7841834282997,7.49482717473906
8662/1578/7,121866,680140.697906548,5335857.60502132,140808,680140.284595967,5335839.88490375,8.2,0.00324779,7.1,4.08e-05,17.724937020845,9.48808788751025,0.530316800914877,2,25.0748332872153,8.24659907128184
8662/1581/4,126698,680191.645774296,5335972.46508208,145640,680180.983441828,5335948.78829077,8.5,0.00322104,6.6,4.04e-05,25.9668207589745,14.2672099978109,0.583422355210819,1,27.824038215194,8.6953613372034
8662/1597/36,53013,679992.134425475,5336260.23160938,71955,679979.795792558,5336238.15268952,8.7,0.00335833,5.2,4.267e-05,25.2926978471437,15.0230126865557,0.556766322991249,1,23.0777036684421,7.90525212455295
8662/1654/7,15501,680285.648822919,5336095.26516469,34443,680249.871622573,5336073.75352085,8.7,0.00311962,6.5,4.122e-05,41.7463637342376,23.9533287747038,0.281305002784407,1,8.72913724542472,4.81797296141262
8662/1583/4,53484,680039.572751985,5335946.17171645,72426,680031.777178876,5335926.43304072,8.5,0.00350501,6.8,4.404e-05,21.2223061862126,12.7109729563949,0.543256021877486,2,21.9661258665341,7.70896483741993
8662/1569/10,61464,680252.631180097,5335742.88278062,80406,680250.93443443,5335735.78763997,7.9,0.00277738,7.5,3.37e-05,7.29520161997631,3.10752244365807,0.280696253778839,1,13.6023966453104,6.03926972667339
8662/1658/7,53503,680351.214603477,5336043.61496575,72445,680336.026397275,5336019.96985873,8.6,0.0028801,7.0,3.745e-05,28.102894754877,14.4817589019252,0.683651549124901,1,38.8573153232647,10.307842490737
8662/1578/9,56684,680170.641214884,5335852.76419789,75626,680166.5347261,5335844.10799771,8.2,0.00316173,7.1,3.99e-05,9.58086904580312,5.01546997504938,0.537127418456643,1,26.4290686658978,8.47051843835573
8662/1760/1,127098,680399.718029785,5336048.7794468,146040,680393.956923371,5336031.70075951,8.6,0.0027549,7.0,3.779e-05,18.0242033594122,9.3724127145421,0.521389342084328,1,25.5314927514152,8.32275506044291
8662/1586/5,117141,680076.849635734,5336020.78104149,136083,680077.915015533,5336010.34348417,8.7,0.00345812,6.5,4.231e-05,10.4917890306081,6.1791937068796,0.999312580747812,1,56.2023679241793,12.4395493793637
8662/1590/5,82663,680142.165518249,5336050.44584021,101605,680140.226963363,5336047.4624879,8.7,0.0033932,6.5,4.136e-05,3.55786257372095,2.04837248900345,0.353698929594272,1,12.244665974549,5.72432049448452
8662/1581/6,54926,680172.392444773,5335953.90024265,73868,680165.179322213,5335942.62615685,8.5,0.00324795,6.7,4.059e-05,13.3841005575475,7.3883447261796,0.342588208035004,1,12.4321902693847,5.76880555343857
8662/1755/7,53189,680439.15479291,5335948.45793405,72131,680424.836809474,5335925.75319764,8.4,0.00245496,7.3,3.259e-05,26.8423118463408,11.757190274891,0.464671631463803,1,27.7855992326623,8.68924081149072
8662/1756/6,79876,680422.548416621,5335972.58609879,98818,680422.552319607,5335972.5368254,8.5,0.00254521,7.2,3.347e-05,0.0494277307739749,0.0224991076264672,0.571656937947494,1,35.78798602923,9.88476788898105
8662/1431/0,54748,679948.023743242,5336047.55316513,73690,679910.599934221,5336004.50289184,8.7,0.00355577,7.9,4.392e-05,57.0426814934154,34.873978830976,2.19822740572792,3,173.373433111765,22.0792716847923
8662/1590/3,116307,680152.011625543,5336025.39250516,135249,680151.78510156,5336018.42799576,8.6,0.00335517,6.3,4.114e-05,6.96819232319622,3.94459890674578,1.00168775278441,1,59.8550001315751,12.8449609193313
8662/1584/9,52932,680000.673484497,5336073.88138928,71874,680001.565621714,5336061.59492451,8.7,0.00352315,5.8,4.293e-05,12.3188118432442,7.36154456663219,0.423743794351631,2,15.1838118369485,6.3872354548841
8662/1757/2,131768,680462.681537861,5336017.99092799,150710,680430.674580719,5336003.68434009,8.6,0.00250158,7.5,3.529e-05,35.0588614030623,17.0242465322576,0.901127941129674,1,64.2836485085796,13.3205501583951
8662/1590/10,122977,680131.884702856,5336142.11395818,141919,680115.221546038,5336122.3570878,8.9,0.0034136,6.1,3.924e-05,25.8455938720422,14.4419389143944,0.208296757557677,1,5.78750333818643,3.90803559591191
8662/1658/6,24163,680330.82206881,5336016.89344112,43105,680327.486879956,5335992.03966851,8.5,0.00290323,6.8,3.762e-05,25.0765527449633,12.8299668340111,1.24427353361177,1,96.4413360188529,16.3775033739067
8662/1597/46,130776,680094.538414777,5336192.40088638,149718,680093.311701056,5336169.13268828,9.0,0.00342147,6.0,3.794e-05,23.3005122135508,12.7299086407025,0.315830919451074,1,11.1768188260073,5.46436508067386
8662/1671/1,55110,680335.28937977,5335814.14033533,74052,680314.487219307,5335798.93030938,8.1,0.00257046,7.6,3.331e-05,25.7696482187359,11.1246952888726,0.362156592680986,1,19.5389451646294,7.2626525196382
8662/1589/10,77765,680108.101241939,5336124.73353086,96707,680103.230263539,5336121.91572521,8.9,0.00343618,5.9,4.01e-05,5.62729590963677,3.21332101950443,0.237784147772474,1,6.8331157391007,4.25300077801021
8662/1592/6,7933,680189.396592807,5336104.9401646,26875,680165.318684268,5336090.67935408,8.7,0.00333346,6.2,3.993e-05,27.9842169132931,15.5543441563613,0.615652116945107,1,29.6429362277162,8.98038259965508
8662/1658/8,53197,680362.796499711,5336020.36269441,72139,680345.023609601,5335999.342077,8.6,0.00281934,7.4,3.664e-05,27.5271135276293,13.8782457296162,1.0696290505171,1,78.580521781846,14.7551408112506
8662/1667/1,52813,680284.826156605,5335855.86415977,71755,680272.877209693,5335839.97309175,8.2,0.0028039,7.5,3.567e-05,19.8822376814961,9.30469636545843,0.369598333731106,1,17.847013926113,6.93522185166557
8662/1668/0,53992,680424.310226312,5335893.35232728,72934,680385.386372758,5335868.98153927,8.3,0.00239025,7.6,3.16e-05,45.9238683475174,19.271859504299,3.10161233432776,1,510.951299846038,38.2881393058421
8662/1597/60,127034,680008.698826873,5336266.52683147,145976,680007.222503511,5336245.4717275,8.7,0.00336641,5.7,4.226e-05,21.1067982896963,12.4162682764581,0.346070552704853,1,11.4741322184295,5.53792337148916
8662/1578/3,67590,680098.044446248,5335824.19462034,86532,680094.184674862,5335815.13521309,8.2,0.00330739,7.3,4.226e-05,9.84736994511246,5.45988608291154,1.06539217859984,2,67.7322085290326,13.6798501174069
8662/1664/4,77537,680268.505796504,5335903.63518267,96479,680267.314143473,5335893.8526636,8.3,0.00294177,7.2,3.742e-05,9.85483213172729,4.89723662794344,0.245991064638027,1,8.85629721743934,4.85359361240223
8662/1432/4,53027,679821.536428794,5335993.52331642,71969,679810.713949225,5335964.9001409,8.5,0.00355453,8.0,4.373e-05,30.6008535942684,18.1991844564121,1.43162411455847,2,94.9711946986741,16.2498656070288
8662/1656/0,54857,680273.569582066,5336046.42423827,73799,680264.219320663,5336025.10398778,8.6,0.00308415,6.4,3.972e-05,23.280473998065,12.7238778783152,1.56101740831344,1,122.742815511588,18.5178957898714
8662/1584/2,53186,680058.372208213,5335966.95838318,72128,680040.011029183,5335958.06561256,8.6,0.00348552,6.5,4.353e-05,20.401329975917,12.2198417393989,0.506475741845664,2,19.7721225878862,7.30666915708328
8662/1592/7,156322,680182.415458277,5336128.20642378,13850,680168.719482733,5336111.01606618,8.8,0.00334029,6.5,3.929e-05,21.9792661494833,12.1590003675458,0.325328596857597,1,11.467858004746,5.5363807947779
8662/1655/1,54858,680306.223771038,5336092.55568374,73800,680294.73544029,5336072.66233691,8.7,0.00307241,6.6,3.899e-05,22.9723092311572,12.4680094899656,1.11874065672235,1,75.2543135198162,14.433654015075
8662/1664/5,139509,680339.198363621,5335934.29926741,158451,680301.36193053,5335907.52300144,8.4,0.00274105,7.2,3.557e-05,46.3526060580782,22.1593639342097,0.315777676610978,1,13.6512810789669,6.05031456298911
8662/1669/0,54870,680323.471911092,5335834.31186933,73812,680301.268434326,5335814.31101676,8.2,0.00263744,7.4,3.419e-05,29.8835821819977,13.4049621334088,0.562972573587908,1,35.7525831280971,9.8797862114942
8662/1440/9,130937,679980.288859184,5335942.43294538,149879,679964.271424934,5335918.66170723,8.5,0.00358813,7.9,4.497e-05,28.6640883852813,17.530727143731,0.379478358989658,1,12.4283592705188,5.76790006019995
8662/1666/0,53453,680412.185672543,5335918.66928209,72395,680369.290860941,5335894.81986211,8.4,0.00248064,7.5,3.261e-05,49.07911669903,21.5103167402642,1.1243450043755,2,104.484113623837,17.059484318957
8662/1597/6,124123,680073.080223453,5336211.32003994,143065,680066.101890123,5336191.35959201,8.9,0.00341999,5.7,3.771e-05,21.1451322514625,11.3547330257658,1.3482188902148,1,101.161858961301,16.781013598449
8662/1666/6,86838,680281.119187887,5335874.11357042,105780,680279.820162146,5335870.19457601,8.2,0.00286725,7.2,3.653e-05,4.12867836568291,1.97876654356296,0.274870801710422,1,11.0444380881418,5.43130408040505
8662/1756/1,148503,680435.344015321,5335999.0654891,6031,680445.244684054,5335966.42171507,8.5,0.00257305,7.3,3.319e-05,34.1121565487055,15.3976816715809,0.499298207438345,2,29.5833084228683,8.97117727679243
8662/1592/10,82983,680165.612323628,5336184.2573696,101925,680163.967655392,5336180.15132157,8.9,0.00338047,5.9,3.721e-05,4.42318483138192,2.34371471587827,0.722259881861575,1,40.4679981962214,10.5232979974818
8662/1586/6,114602,680056.763010154,5336020.77002588,133544,680055.168473267,5336017.91115772,8.7,0.003483,6.2,4.289e-05,3.27348057327645,1.95436217848655,0.629771565234686,1,27.5491130895906,8.65149405862624
8662/1757/3,54804,680458.900719474,5336038.7455509,73746,680423.420648221,5336022.23144017,8.6,0.0025418,7.2,3.579e-05,39.1350394034034,19.2728485090098,1.3589325853222,1,116.560833029426,18.0368396528933
8662/1590/4,95029,680145.18753814,5336038.96981043,113971,680145.916929625,5336032.93065875,8.7,0.00337011,6.0,4.154e-05,6.08303912940069,3.51743708045944,0.539029256563246,1,22.8868428511106,7.87188445064825
8662/1578/22,123602,680112.029429402,5335884.40207397,142544,680104.780152371,5335858.14958525,8.3,0.00332494,6.8,4.21e-05,27.234999207382,15.2267612368568,0.517746851829753,1,22.6611484670008,7.83225023511587
8662/1661/1,53958,680327.231123455,5335964.19076169,72900,680290.122842507,5335940.77975032,8.5,0.00280529,7.2,3.69e-05,43.8759611680262,22.0187123525623,0.627278114359586,1,35.5359772670127,9.84925391966127
8662/1590/11,53209,680125.160924842,5336162.82473047,72151,680110.678660714,5336141.53220112,8.9,0.0034191,6.2,3.852e-05,25.7508792158886,14.1249958717194,0.212285448289578,1,6.12226196140263,4.02158047617433
8662/1597/27,54908,679938.591583078,5336191.87539798,73850,679922.707260057,5336166.48216388,8.7,0.00346222,5.8,4.368e-05,29.9520960176944,18.2116411524162,0.862609476332538,1,42.9699167209839,10.8497922697508
8662/1589/0,54927,680154.323204441,5335996.10554219,73869,680143.117846843,5335972.38918162,8.6,0.00334064,6.4,4.136e-05,26.2302458517311,14.9279896455638,0.425741574980111,1,16.4530576662776,6.65382299425378
8662/1672/3,53376,680320.207304928,5335794.84288099,72318,680319.053328198,5335776.23854588,8.1,0.00260613,7.5,3.316e-05,18.6400897880283,8.0106456907284,0.609676120127287,1,42.9680321515209,10.8495499014414
8662/1582/0,52757,680079.042408094,5335916.06434819,71699,680063.805193704,5335899.11196294,8.4,0.00343304,6.9,4.344e-05,22.7937725713031,13.3077702978851,0.56290607398568,1,24.0738886024555,8.07725610802468
8662/1597/12,53234,679962.645605446,5336156.53294158,72176,679963.679200448,5336142.11948358,8.7,0.00350816,5.4,4.324e-05,14.4504702311827,8.69774959252505,1.12623205628481,2,65.0849264336451,13.4048613052278
