dfk_flurst,gwm,kf,fa,dvel,max_demand_pump,buildings_per_plot
8662/1597/38,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.119374231372805,1
8662/1597/39,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0462147375519011,1
8662/1597/40,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.10888080810475,1
8662/1597/41,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0321330451662471,1
8662/1597/42,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0681579396475627,1
8662/1597/43,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0385857456190538,1
8662/1597/44,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0598479471262301,1
8662/1597/46,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0648967642707686,1
8662/1597/61,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.184934762725995,1
8662/1597/62,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.049894024217805,1
8662/1597/63,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0855324758475823,1
8662/1656/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.233160953019257,1
8662/1597/77,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.185222099380456,1
8662/1656/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.320757001708242,1
8662/1656/6,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.098504276367411,1
8662/1657/3,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.114389845563475,2
8662/1657/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.189267716104881,1
8662/1658/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.19973411318534,1
8662/1658/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0694694270441691,1
8662/1658/3,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.202997735394122,1
8662/1658/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0949255364615686,1
8662/1658/7,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.140476345710596,1
8662/1658/8,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.219786791202145,1
8662/1660/1,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.105214676946088,1
8662/1660/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0535985303805538,1
8662/1660/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.228010478675581,1
8662/1660/8,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.093852341231569,1
8662/1661/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.108588137852683,1
8662/1661/1,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.128892763224573,1
8662/1662/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.807900785219211,1
8662/1662/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0672685160362245,1
8662/1664/3,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0716338014924641,1
8662/1664/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0505461091721973,1
8662/1664/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.06488582396116,1
8662/1665/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.102336593691764,1
8662/1665/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0856828215009645,1
8662/1665/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.196411610855919,1
8662/1665/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0405724689410534,1
8662/1666/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0969667176414817,1
8662/1666/3,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0834866912413771,1
8662/1569/10,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0576773124203093,1
8662/1573/7,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0357847100892536,1
8662/1573/8,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0320775307728774,1
8662/1573/9,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.079545340790205,1
8662/1573/10,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0592024167538497,1
8662/1666/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.121984889291202,1
8662/1666/6,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0564803017213195,1
8662/1667/1,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0759448630954327,1
8662/1667/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.276868996509955,1
8662/1668/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0959790255255501,1
8662/1668/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0965656962108085,1
8662/1669/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.115679295942721,1
8662/1669/1,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0644102770784974,1
8662/1671/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.052944922965639,1
8662/1671/1,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0744157382221205,1
8662/1647/3,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.267464042281034,1
8662/1647/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.15537423848367,1
8662/1647/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0870125496534475,1
8662/1647/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.101602466570765,1
8662/1647/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.363230933239612,1
8662/1647/6,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0519069250825514,1
8662/1664/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.12672508835453,1
8662/1654/7,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0578023978324125,1
8662/1655/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.258760923962795,1
8662/1658/6,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.25567264389283,1
8662/1430/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.170049201580737,1
8662/1431/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.451690562820806,3
8662/1432/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.146102865065224,1
8662/1432/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.292118324533298,2
8662/1435/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0988364779154543,1
8662/1435/8,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.137847476910125,1
8662/1437/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.252216352331056,2
8662/1439/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.186925721670971,1
8662/1440/9,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0779750052718475,1
8662/1586/8,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0872547664040279,1
8662/1570/3,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0722226454457776,1
8662/1586/9,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0853448270098408,1
8662/1590/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.110759436280119,1
8662/1592/9,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.210307561423154,1
8662/1660/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.194579661089679,1
8662/1672/1,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.288707498447053,1
8662/1672/2,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0701792297789911,1
8662/1672/5,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0384384198760912,1
8662/1756/0,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.102152978430379,1
8662/1757/1,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.376600069065289,2
8662/1757/8,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.132678938437898,1
8662/1760/4,8.51061949343685,0.00321404608872907,6.73755265915895,3.9908791713283e-05,0.0491738260535522,1
